8.8
8.26
9
8.76
7.6
7.96
9.48
8.34
9.48
9.32
10.3
9.28
10.54
9.78
10
9.8
10.04
8.22
10.36
11.06
10.32
8.62
9.72
9.06
10.18
10.18
11.76
6.32
8.74
7.84
9.38
8
